"hhid","Income","FamSize","college","retired","cluster","choice","PPkStk","PBBStk","PFlStk","PHseStk","PGenStk","PImpStk","PSSTub","PPkTub","PFlTub","PHseTub"
2113910,17.5,2,0,1,7,7,0.63,0.67,1.09,0.57,0.39,0.93,0.6,0.98,1.17,0.59
2113910,17.5,2,0,1,7,1,0.19,0.67,1.08,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2113951,27.5,4,0,1,1,1,0.67,0.67,1.08,0.57,0.49,0.9,0.85,0.98,1.17,0.6
2113951,27.5,4,0,1,1,1,0.63,0.67,0.99,0.57,0.39,0.93,0.85,0.98,1.17,0.59
2113951,27.5,4,0,1,1,1,0.63,0.67,1.08,0.57,0.33,0.75,0.6,0.98,1.17,0.59
2113951,27.5,4,0,1,1,6,0.63,0.67,1.08,0.57,0.45,0.93,0.85,0.98,1.17,0.59
2113951,27.5,4,0,1,1,3,0.63,0.67,1.08,0.57,0.45,0.93,0.7,0.98,1.17,0.59
2113951,27.5,4,0,1,1,3,0.5,0.5,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2113951,27.5,4,0,1,1,1,0.66,0.67,1.08,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2113951,27.5,4,0,1,1,1,0.66,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2113951,27.5,4,0,1,1,1,0.29,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2113951,27.5,4,0,1,1,1,0.63,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2113951,27.5,4,0,1,1,1,0.62,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2113951,27.5,4,0,1,1,2,0.62,0.29,1.09,0.57,0.36,0.94,0.85,1.09,1.19,0.59
2113951,27.5,4,0,1,1,2,0.5,0.5,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2113951,27.5,4,0,1,1,1,0.29,0.51,0.99,0.33,0.33,0.72,0.85,1.07,1.21,0.59
2113951,27.5,4,0,1,1,1,0.58,0.58,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.55
2113951,27.5,4,0,1,1,1,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2114017,42.5,3,0,0,8,9,0.63,0.67,1.09,0.57,0.33,0.75,0.85,0.98,1.17,0.59
2114017,42.5,3,0,0,8,3,0.63,0.59,1.08,0.57,0.45,0.93,0.85,0.98,1.17,0.59
2114017,42.5,3,0,0,8,9,0.63,0.59,1.08,0.57,0.45,0.93,0.85,0.98,1.17,0.59
2114017,42.5,3,0,0,8,9,0.62,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
2114017,42.5,3,0,0,8,9,0.39,0.55,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2114025,17.5,1,1,1,7,7,0.58,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2114025,17.5,1,1,1,7,1,0.58,0.58,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.57
2114041,22.5,1,0,1,4,1,0.5,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2114041,22.5,1,0,1,4,1,0.63,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2114041,22.5,1,0,1,4,4,0.62,0.61,1.09,0.29,0.36,0.75,0.85,1.09,1.19,0.58
2114041,22.5,1,0,1,4,4,0.62,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2114041,22.5,1,0,1,4,1,0.5,0.39,0.99,0.45,0.33,0.72,0.65,1.07,1.19,0.59
2114041,22.5,1,0,1,4,1,0.58,0.39,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2114041,22.5,1,0,1,4,9,0.58,0.25,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2114041,22.5,1,0,1,4,1,0.29,0.51,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2114041,22.5,1,0,1,4,1,0.39,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2114041,22.5,1,0,1,4,1,0.39,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2114215,27.5,5,0,1,1,1,0.66,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2114215,27.5,5,0,1,1,1,0.29,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.33
2114215,27.5,5,0,1,1,1,0.63,0.66,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2114215,27.5,5,0,1,1,1,0.63,0.66,0.99,0.57,0.36,0.89,0.85,1.09,1.19,0.59
2114215,27.5,5,0,1,1,1,0.29,0.28,0.95,0.58,0.36,0.63,0.79,1.09,1.19,0.59
2114215,27.5,5,0,1,1,10,0.62,0.61,1.09,0.29,0.33,0.93,0.85,1.09,1.19,0.59
2114215,27.5,5,0,1,1,10,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
2114215,27.5,5,0,1,1,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
2114215,27.5,5,0,1,1,4,0.62,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
2114215,27.5,5,0,1,1,1,0.25,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2114215,27.5,5,0,1,1,10,0.58,0.58,0.99,0.25,0.25,0.72,0.85,1.07,1.19,0.59
2114215,27.5,5,0,1,1,10,0.58,0.58,0.99,0.33,0.25,0.72,0.85,1.07,1.19,0.59
2114215,27.5,5,0,1,1,5,0.58,0.58,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2114215,27.5,5,0,1,1,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.12,1.19,0.56
2114215,27.5,5,0,1,1,7,0.19,0.46,0.99,0.29,0.33,0.69,0.63,1.07,1.19,0.56
2114231,7.5,1,0,1,3,9,0.63,0.68,1.08,0.57,0.49,0.79,0.85,0.98,1.17,0.59
2114231,7.5,1,0,1,3,9,0.63,0.59,1.08,0.57,0.45,0.93,0.85,0.98,1.17,0.59
2114231,7.5,1,0,1,3,9,0.66,0.59,1.08,0.57,0.33,1.01,0.85,1.14,1.19,0.59
2114231,7.5,1,0,1,3,9,0.63,0.59,1.08,0.57,0.36,0.93,0.85,1.09,1.19,0.47
2114231,7.5,1,0,1,3,9,0.63,0.59,0.99,0.57,0.36,0.88,0.85,1.09,1.19,0.59
2114231,7.5,1,0,1,3,9,0.62,0.29,1.09,0.58,0.36,1.38,0.85,1.09,1.19,0.7
2114231,7.5,1,0,1,3,9,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
2114231,7.5,1,0,1,3,9,0.5,0.58,0.99,0.19,0.34,0.72,0.65,1.07,1.19,0.59
2114231,7.5,1,0,1,3,9,0.5,0.58,0.99,0.45,0.33,0.72,0.65,1.07,1.19,0.59
2114231,7.5,1,0,1,3,9,0.39,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2114231,7.5,1,0,1,3,9,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2114462,22.5,3,0,0,4,1,0.29,0.5,0.99,0.57,0.36,0.69,0.79,1.09,1.19,0.59
2114462,22.5,3,0,0,4,1,0.62,0.5,0.99,0.57,0.33,0.75,0.85,1.09,1.19,0.59
2114462,22.5,3,0,0,4,2,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2114462,22.5,3,0,0,4,1,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2114462,22.5,3,0,0,4,3,0.62,0.61,0.99,0.49,0.33,0.75,0.65,1.09,1.19,0.59
2114462,22.5,3,0,0,4,1,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2114462,22.5,3,0,0,4,4,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2114462,22.5,3,0,0,4,3,0.58,0.61,0.99,0.45,0.34,0.75,0.65,1.09,1.19,0.59
2114462,22.5,3,0,0,4,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2114462,22.5,3,0,0,4,1,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.11,1.19,0.56
2114462,22.5,3,0,0,4,1,0.39,0.58,0.99,0.29,0.33,0.69,0.79,1.1,1.19,0.56
2114462,22.5,3,0,0,4,1,0.29,0.5,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2114512,17.5,5,0,0,7,2,0.66,0.5,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.59
2114512,17.5,5,0,0,7,10,0.66,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2114694,27.5,3,1,0,1,1,0.29,0.51,0.99,0.33,0.33,0.72,0.85,1.07,1.21,0.59
2114744,37.5,3,0,0,8,1,0.29,0.5,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2114744,37.5,3,0,0,8,4,0.29,0.5,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2114819,2.5,1,1,0,3,9,0.5,0.58,0.99,0.45,0.34,0.72,0.66,1.07,1.19,0.59
2114819,2.5,1,1,0,3,9,0.58,0.5,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2114819,2.5,1,1,0,3,7,0.58,0.25,0.99,0.45,0.34,0.72,0.85,1.07,1.19,0.59
2114819,2.5,1,1,0,3,7,0.58,0.58,0.99,0.45,0.34,0.72,0.85,1.07,1.19,0.59
2114819,2.5,1,1,0,3,7,0.58,0.25,0.99,0.29,0.34,0.72,0.85,1.07,1.19,0.59
2114819,2.5,1,1,0,3,7,0.58,0.58,0.99,0.29,0.33,0.69,0.5,1.07,1.19,0.54
2114819,2.5,1,1,0,3,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2114892,27.5,2,1,0,1,7,0.63,0.67,1.09,0.57,0.45,0.93,0.7,0.98,1.17,0.5
2114892,27.5,2,1,0,1,7,0.58,0.58,0.99,0.45,0.25,0.72,0.85,1.07,1.19,0.59
2114942,37.5,3,0,0,8,1,0.19,0.59,1.08,0.57,0.42,1.03,0.85,1.09,1.19,0.6
2114942,37.5,3,0,0,8,1,0.66,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2114942,37.5,3,0,0,8,1,0.63,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.18,0.62
2114942,37.5,3,0,0,8,1,0.62,0.29,1.09,0.57,0.36,0.93,0.79,1.09,1.19,0.59
2114942,37.5,3,0,0,8,1,0.62,0.5,1.09,0.29,0.36,0.87,0.85,1.09,1.19,0.59
2114942,37.5,3,0,0,8,1,0.62,0.5,0.99,0.57,0.35,0.75,0.85,1.09,1.19,0.66
2114942,37.5,3,0,0,8,1,0.29,0.45,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2115014,7.5,1,0,0,3,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2115014,7.5,1,0,0,3,1,0.58,0.58,0.99,0.29,0.34,0.72,0.85,1.07,1.19,0.59
2115014,7.5,1,0,0,3,1,0.39,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2115279,17.5,4,0,0,7,5,0.67,0.67,1.11,0.57,0.49,0.83,0.85,1,1.17,0.5
2115279,17.5,4,0,0,7,5,0.63,0.59,0.99,0.57,0.49,0.79,0.85,1.01,1.32,0.5
2115279,17.5,4,0,0,7,5,0.63,0.67,1.09,0.57,0.45,0.93,0.85,0.98,1.17,0.5
2115279,17.5,4,0,0,7,1,0.19,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.58
2115279,17.5,4,0,0,7,1,0.29,0.28,0.95,0.58,0.36,0.63,0.79,1.09,1.19,0.59
2115279,17.5,4,0,0,7,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
2115279,17.5,4,0,0,7,2,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2115279,17.5,4,0,0,7,4,0.5,0.58,0.99,0.19,0.33,0.72,0.85,1.07,1.19,0.59
2115279,17.5,4,0,0,7,2,0.58,0.25,0.99,0.45,0.25,0.72,0.85,1.07,1.19,0.59
2115279,17.5,4,0,0,7,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.12,1.19,0.56
2115279,17.5,4,0,0,7,1,0.29,0.5,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2115279,17.5,4,0,0,7,1,0.19,0.46,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2115345,22.5,2,1,0,4,8,0.63,0.67,1.09,0.57,0.39,0.93,0.85,0.98,1.17,0.59
2115345,22.5,2,1,0,4,8,0.63,0.67,1.09,0.57,0.45,0.93,0.85,0.98,1.17,0.59
2115345,22.5,2,1,0,4,8,0.66,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2115345,22.5,2,1,0,4,1,0.29,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2115345,22.5,2,1,0,4,1,0.29,0.5,1.01,0.57,0.36,0.69,0.79,1.09,1.19,0.59
2115345,22.5,2,1,0,4,8,0.62,0.61,0.99,0.33,0.36,0.75,0.85,1.09,1.2,0.58
2115345,22.5,2,1,0,4,8,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2115345,22.5,2,1,0,4,1,0.29,0.5,0.99,0.3,0.33,0.72,0.85,1.07,1.19,0.59
2115345,22.5,2,1,0,4,8,0.58,0.58,0.99,0.29,0.33,0.7,0.5,1.07,1.19,0.57
2115345,22.5,2,1,0,4,1,0.39,0.51,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2115345,22.5,2,1,0,4,8,0.58,0.5,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2115360,17.5,2,0,1,7,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
2115360,17.5,2,0,1,7,1,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
2115360,17.5,2,0,1,7,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2115360,17.5,2,0,1,7,1,0.58,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
2115360,17.5,2,0,1,7,2,0.58,0.44,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2115360,17.5,2,0,1,7,2,0.58,0.25,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
2115360,17.5,2,0,1,7,1,0.29,0.51,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
2115360,17.5,2,0,1,7,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.1,1.19,0.56
2115469,27.5,2,0,0,1,4,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.61
2115469,27.5,2,0,0,1,4,0.62,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2115469,27.5,2,0,0,1,5,0.58,0.39,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2115469,27.5,2,0,0,1,1,0.29,0.5,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
2115469,27.5,2,0,0,1,1,0.29,0.55,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2115469,27.5,2,0,0,1,4,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2115469,27.5,2,0,0,1,4,0.19,0.47,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2115485,22.5,5,0,0,2,1,0.19,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.58
2115485,22.5,5,0,0,2,5,0.29,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.33
2115485,22.5,5,0,0,2,4,0.62,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
2115485,22.5,5,0,0,2,5,0.58,0.58,0.99,0.29,0.33,0.69,0.8,1.07,1.19,0.56
2115535,22.5,4,0,0,2,10,0.66,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2115535,22.5,4,0,0,2,4,0.63,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2115535,22.5,4,0,0,2,5,0.62,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2115535,22.5,4,0,0,2,4,0.62,0.5,1.09,0.57,0.34,0.93,0.85,1.09,1.19,0.59
2115535,22.5,4,0,0,2,4,0.62,0.5,0.99,0.57,0.36,0.76,0.85,1.09,1.19,0.61
2115535,22.5,4,0,0,2,5,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2115535,22.5,4,0,0,2,5,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2115535,22.5,4,0,0,2,4,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2115535,22.5,4,0,0,2,4,0.58,0.45,0.99,0.25,0.29,0.72,0.9,1.11,1.19,0.77
2115535,22.5,4,0,0,2,5,0.58,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2115535,22.5,4,0,0,2,4,0.29,0.51,0.99,0.29,0.33,0.72,0.85,1.07,1.21,0.59
2115535,22.5,4,0,0,2,4,0.58,0.5,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2115568,67.5,2,0,0,10,1,0.19,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2115568,67.5,2,0,0,10,1,0.66,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2115568,67.5,2,0,0,10,6,0.63,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.33
2115568,67.5,2,0,0,10,1,0.29,0.67,1.09,0.57,0.35,0.93,0.85,1.09,1.19,0.33
2115568,67.5,2,0,0,10,1,0.63,0.67,0.99,0.57,0.36,0.87,0.85,1.09,1.15,0.59
2115568,67.5,2,0,0,10,1,0.29,0.5,0.95,0.57,0.36,0.69,0.79,1.09,1.19,0.59
2115568,67.5,2,0,0,10,5,0.62,0.5,0.99,0.3,0.36,0.75,0.85,1.09,1.19,0.59
2115568,67.5,2,0,0,10,1,0.62,0.5,0.99,0.57,0.33,0.75,0.85,1.09,1.19,0.59
2115568,67.5,2,0,0,10,1,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2115568,67.5,2,0,0,10,6,0.58,0.58,0.99,0.25,0.33,0.72,0.85,1.07,1.19,0.59
2115782,7.5,3,0,0,5,2,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2115782,7.5,3,0,0,5,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2115782,7.5,3,0,0,5,2,0.58,0.25,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2115782,7.5,3,0,0,5,2,0.58,0.25,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
2115782,7.5,3,0,0,5,3,0.58,0.25,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
2115782,7.5,3,0,0,5,4,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2115782,7.5,3,0,0,5,1,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2115899,12.5,5,0,0,9,1,0.5,0.61,0.99,0.45,0.33,0.74,0.85,1.07,1.19,0.59
2115899,12.5,5,0,0,9,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2115899,12.5,5,0,0,9,2,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2115899,12.5,5,0,0,9,7,0.58,0.58,0.99,0.33,0.33,0.72,0.85,1.07,1.19,0.59
2115964,27.5,2,1,0,1,4,0.62,0.5,1.09,0.29,0.38,0.75,0.85,1.09,1.19,0.59
2115964,27.5,2,1,0,1,1,0.62,0.5,0.99,0.57,0.33,0.75,0.85,1.09,1.19,0.59
2115964,27.5,2,1,0,1,2,0.62,0.61,0.99,0.49,0.34,0.75,0.85,1.09,1.19,0.59
2115964,27.5,2,1,0,1,4,0.62,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
2115964,27.5,2,1,0,1,4,0.62,0.61,0.99,0.45,0.33,0.75,0.85,1.09,1.19,0.59
2115964,27.5,2,1,0,1,1,0.5,0.58,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2115964,27.5,2,1,0,1,4,0.58,0.58,0.99,0.29,0.34,0.72,0.85,1.07,1.2,0.59
2115964,27.5,2,1,0,1,2,0.58,0.25,0.99,0.29,0.34,0.72,0.85,1.07,1.19,0.59
2115964,27.5,2,1,0,1,1,0.29,0.5,0.99,0.29,0.34,0.69,0.79,1.09,1.19,0.56
2115964,27.5,2,1,0,1,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2116004,42.5,4,1,0,8,1,0.63,0.67,1.08,0.57,0.53,0.77,0.73,0.98,1.17,0.55
2116004,42.5,4,1,0,8,1,0.63,0.67,1.05,0.57,0.53,0.77,0.88,1.04,1.17,0.59
2116004,42.5,4,1,0,8,1,0.25,0.58,0.99,0.45,0.33,0.75,0.85,1.08,1.19,0.59
2116004,42.5,4,1,0,8,1,0.5,0.58,0.99,0.19,0.33,0.72,0.85,1.07,1.19,0.59
2116194,12.5,4,0,0,9,10,0.66,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2116194,12.5,4,0,0,9,1,0.29,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.51
2116194,12.5,4,0,0,9,7,0.63,0.67,0.99,0.57,0.36,0.87,0.85,1.09,1.15,0.59
2116194,12.5,4,0,0,9,2,0.62,0.29,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2116194,12.5,4,0,0,9,7,0.62,0.5,1.09,0.57,0.36,0.93,0.79,1.09,1.19,0.59
2116194,12.5,4,0,0,9,7,0.62,0.5,0.99,0.3,0.36,0.75,0.85,1.09,1.19,0.59
2116194,12.5,4,0,0,9,7,0.58,0.45,0.99,0.45,0.34,0.72,0.85,1.07,1.19,0.59
2116194,12.5,4,0,0,9,4,0.58,0.45,1.08,0.25,0.33,0.72,0.85,1.07,1.19,0.59
2116194,12.5,4,0,0,9,4,0.58,0.58,0.99,0.25,0.33,0.72,0.85,1.07,1.19,0.59
2116194,12.5,4,0,0,9,1,0.29,0.45,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2116251,87.5,1,0,0,10,1,0.58,0.63,0.99,0.35,0.33,0.72,0.85,1.07,1.19,0.59
2116277,67.5,4,1,0,10,1,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2116277,67.5,4,1,0,10,1,0.5,0.39,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2116277,67.5,4,1,0,10,1,0.58,0.58,0.99,0.29,0.33,0.69,0.5,1.12,1.19,0.56
2116509,17.5,2,0,1,7,3,0.5,0.39,0.99,0.45,0.33,0.72,0.65,1.07,1.19,0.59
2116509,17.5,2,0,1,7,3,0.5,0.39,0.99,0.45,0.33,0.72,0.65,1.07,1.19,0.59
2116509,17.5,2,0,1,7,9,0.58,0.25,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2116509,17.5,2,0,1,7,3,0.29,0.5,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
2116509,17.5,2,0,1,7,9,0.58,0.58,0.99,0.34,0.33,0.72,0.85,1.07,1.19,0.59
2116582,22.5,2,0,1,4,1,0.29,0.5,0.99,0.57,0.36,0.69,0.79,1.09,1.19,0.59
2116582,22.5,2,0,1,4,1,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2116582,22.5,2,0,1,4,2,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2116582,22.5,2,0,1,4,2,0.62,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
2116582,22.5,2,0,1,4,4,0.62,0.61,0.99,0.45,0.34,0.75,0.85,1.09,1.19,0.59
2116582,22.5,2,0,1,4,1,0.19,0.58,0.99,0.29,0.33,0.69,0.79,1.09,1.19,0.56
2116582,22.5,2,0,1,4,2,0.58,0.19,0.99,0.29,0.34,0.69,0.79,1.07,1.19,0.56
2116657,87.5,2,0,0,10,9,0.67,0.67,1.08,0.57,0.53,0.83,0.85,0.98,1.17,0.59
2116657,87.5,2,0,0,10,9,0.63,0.67,1.09,0.57,0.33,0.8,0.84,0.98,1.17,0.63
2116657,87.5,2,0,0,10,9,0.66,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2116657,87.5,2,0,0,10,9,0.63,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.33
2116657,87.5,2,0,0,10,9,0.63,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.34
2116657,87.5,2,0,0,10,9,0.62,0.57,1.09,0.57,0.33,0.78,0.85,1.09,1.19,0.59
2116657,87.5,2,0,0,10,9,0.62,0.61,0.99,0.57,0.36,0.75,0.85,1.09,1.19,0.59
2116657,87.5,2,0,0,10,9,0.58,0.58,0.99,0.25,0.33,0.72,0.85,1.07,1.19,0.59
2116780,2.5,1,0,1,3,1,0.66,0.67,1.09,0.57,0.33,0.93,0.85,1.09,1.19,0.59
2116780,2.5,1,0,1,3,1,0.29,0.67,1.09,0.57,0.34,0.93,0.85,1.09,1.19,0.33
2116780,2.5,1,0,1,3,7,0.63,0.66,0.99,0.57,0.36,0.93,0.85,1.09,1.19,0.69
2116780,2.5,1,0,1,3,7,0.62,0.61,1.09,0.29,0.36,0.75,0.85,1.09,1.19,0.59
2116780,2.5,1,0,1,3,1,0.62,0.61,0.99,0.49,0.33,0.75,0.85,1.09,1.19,0.59
2116780,2.5,1,0,1,3,1,0.58,0.45,0.99,0.45,0.33,0.72,0.85,1.07,1.19,0.59
2116780,2.5,1,0,1,3,1,0.58,0.58,0.99,0.29,0.34,0.72,0.85,1.07,1.19,0.59
2116780,2.5,1,0,1,3,7,0.29,0.51,0.99,0.29,0.33,0.72,0.85,1.07,1.19,0.59
2116780,2.5,1,0,1,3,7,0.19,0.58,0.99,0.29,0.34,0.69,0.79,1.11,1.19,0.56
2116780,2.5,1,0,1,3,7,0.58,0.58,0.99,0.29,0.33,0.69,0.79,1.07,1.19,0.56
2116871,42.5,2,1,1,8,3,0.63,0.67,1.08,0.57,0.45,0.93,0.7,0.98,1.17,0.59
2116871,42.5,2,1,1,8,3,0.66,0.67,1.08,0.57,0.33,0.93,0.85,1.09,1.19,0.59
2116871,42.5,2,1,1,8,3,0.19,0.67,1.08,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2116871,42.5,2,1,1,8,3,0.66,0.67,1.08,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2116871,42.5,2,1,1,8,3,0.66,0.67,1.08,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2116871,42.5,2,1,1,8,3,0.66,0.67,1.08,0.57,0.36,0.93,0.85,1.09,1.19,0.33
2116871,42.5,2,1,1,8,3,0.63,0.67,1.08,0.57,0.35,0.93,0.85,1.09,1.19,0.33
2116871,42.5,2,1,1,8,3,0.63,0.67,1.09,0.57,0.36,0.93,0.85,1.09,1.19,0.59
2116871,42.5,2,1,1,8,3,0.63,0.67,0.99,0.57,0.36,0.93,0.85,1.09,1.19,0.59
